# mN GeV d_mu (MeV^-1)
5.07546472e-3 4.75193781e-10
5.96686172e-3 4.41121091e-10
6.83737514e-3 4.48085143e-10
8.12346560e-3 4.58737904e-10
9.44834742e-3 4.64158883e-10
1.08037637e-2 4.71486636e-10
1.24856807e-2 4.82695744e-10
1.53673167e-2 4.96720520e-10
1.74214212e-2 4.99284964e-10
1.97041819e-2 4.99284964e-10
2.52062397e-2 4.99284964e-10
2.77914086e-2 4.90316141e-10
3.05198419e-2 4.82695744e-10
3.43835617e-2 4.67808412e-10
3.97380794e-2 4.56945017e-10
4.41985644e-2 4.67808412e-10
5.10791593e-2 4.80809222e-10
5.58542251e-2 4.86491022e-10
6.29213298e-2 5.03942461e-10
6.85040380e-2 5.71219101e-10
6.96442267e-2 1.00000000e-8
7.10479984e-2 9.12059051e-9
7.26705396e-2 7.92442857e-9
7.41069031e-2 6.52568116e-10
7.43236947e-2 7.06266761e-9
7.58671136e-2 6.21612251e-9
7.76679620e-2 5.53969588e-9
7.94218266e-2 4.93787377e-9
7.98095962e-2 7.65979173e-10
8.23752413e-2 4.37573188e-9
8.39237098e-2 8.60073630e-10
8.48402784e-2 3.83175739e-9
8.73185608e-2 3.40596897e-9
8.82500191e-2 9.64346449e-10
9.02415699e-2 3.03208333e-9
9.27993272e-2 1.08157037e-9
9.28943800e-2 2.68934493e-9
9.54897840e-2 2.36019323e-9
9.62200549e-2 2.02751836e-9
9.66874262e-2 1.79049067e-9
9.72403062e-2 1.59803107e-9
9.76528429e-2 1.42240359e-9
9.78756256e-2 1.23548289e-9
5.07546472e-3 1.00000000e-8
