8.18662847e-2 3.99527628e+7
1.43638639e-1 2.09802681e+8
2.06399924e-1 3.00104188e+8
2.58655609e-1 4.29283135e+8
3.21459891e-1 5.80294144e+8
3.63303137e-1 7.34386374e+8
4.15637650e-1 9.47056386e+8
4.57545391e-1 1.10107593e+9
5.30991430e-1 1.24436596e+9
6.04466134e-1 1.35427814e+9
6.77933672e-1 1.48785425e+9
7.82925175e-1 1.61915300e+9
8.56428544e-1 1.69697924e+9
9.29974909e-1 1.68077085e+9
1.00354277e+0 1.61831163e+9
1.10864894e+0 1.51462536e+9
1.25581333e+0 1.35220150e+9
1.42403192e+0 1.14077355e+9
1.72889497e+0 8.75568173e+8
2.24388435e+0 6.59143464e+8
2.73781237e+0 5.30079330e+8
3.23168305e+0 4.59667716e+8
3.74657211e+0 3.94850654e+8
4.25617970e+0 3.52207177e+8
4.74478325e+0 3.11237747e+8
5.49088867e+0 2.36395138e+8
6.48916431e+0 1.71183914e+8
7.49271425e+0 1.20504609e+8
8.48059178e+0 7.57612560e+7
9.49990729e+0 5.28298006e+7
