1.0000000000000000e-02, 9.9999999999999995e-08, 8.3964580322287385e-07
1.8016482306544110e-02, 9.9999999999999995e-08, 6.8882461729793113e-06
3.2459363470201695e-02, 9.9999999999999995e-08, 5.4036246758343097e-05
5.8480354764257315e-02, 9.9999999999999995e-08, 3.5109231294240702e-04
1.0536102768906644e-01, 9.9999999999999995e-08, 1.5873246937005501e-03
1.8982350911593698e-01, 9.9999999999999995e-08, 3.7714597348267086e-03
3.4199518933533929e-01, 9.9999999999999995e-08, 5.2408410477499780e-03
6.1615502775833431e-01, 9.9999999999999995e-08, 4.4787106916567886e-03
1.1100946155696227e+00, 9.9999999999999995e-08, 3.1903647621110335e-04
2.0000000000000000e+00, 9.9999999999999995e-08, 9.3400726729261286e-06
1.0000000000000000e-02, 1.6681005372000591e-07, 6.5010777610690912e-06
1.8016482306544110e-02, 1.6681005372000591e-07, 5.3333188567125665e-05
3.2459363470201695e-02, 1.6681005372000591e-07, 4.1838272029650096e-04
5.8480354764257315e-02, 1.6681005372000591e-07, 2.7183521657886149e-03
1.0536102768906644e-01, 1.6681005372000591e-07, 1.2294467524181325e-02
1.8982350911593698e-01, 1.6681005372000591e-07, 2.8367010477627790e-02
3.4199518933533929e-01, 1.6681005372000591e-07, 3.8030311392781978e-02
6.1615502775833431e-01, 1.6681005372000591e-07, 1.1181116189007516e-02
1.1100946155696227e+00, 1.6681005372000591e-07, 3.2020723820556414e-04
2.0000000000000000e+00, 1.6681005372000591e-07, 3.6678582551693635e-05
1.0000000000000000e-02, 2.7825594022071259e-07, 5.0335503792040723e-05
1.8016482306544110e-02, 2.7825594022071259e-07, 4.1293958183780246e-04
3.2459363470201695e-02, 2.7825594022071259e-07, 3.2393743140724275e-03
5.8480354764257315e-02, 2.7825594022071259e-07, 2.1046583046253963e-02
1.0536102768906644e-01, 2.7825594022071259e-07, 9.5125550673633819e-02
1.8982350911593698e-01, 2.7825594022071259e-07, 2.2211206963702018e-01
3.4199518933533929e-01, 2.7825594022071259e-07, 1.7785313026544255e-01
6.1615502775833431e-01, 2.7825594022071259e-07, 2.1500093145436348e-02
1.1100946155696227e+00, 2.7825594022071259e-07, 1.0854822938417708e-03
2.0000000000000000e+00, 2.7825594022071259e-07, 1.0847100827454049e-04
1.0000000000000000e-02, 4.6415888336127821e-07, 3.8972917231319465e-04
1.8016482306544110e-02, 4.6415888336127821e-07, 3.1972365327456141e-03
3.2459363470201695e-02, 4.6415888336127821e-07, 2.5081095333508805e-02
5.8480354764257315e-02, 4.6415888336127821e-07, 1.6294379101329859e-01
1.0536102768906644e-01, 4.6415888336127821e-07, 7.3325407279628729e-01
1.8982350911593698e-01, 4.6415888336127821e-07, 1.5151992775976300e+00
3.4199518933533929e-01, 4.6415888336127821e-07, 4.1841665134966538e-01
6.1615502775833431e-01, 4.6415888336127821e-07, 2.5786597685487647e-02
1.1100946155696227e+00, 4.6415888336127821e-07, 4.1508200291346491e-03
2.0000000000000000e+00, 4.6415888336127821e-07, 2.8974910170515434e-04
1.0000000000000000e-02, 7.7426368268112780e-07, 3.0175325178318771e-03
1.8016482306544110e-02, 7.7426368268112780e-07, 2.4754983616171910e-02
3.2459363470201695e-02, 7.7426368268112780e-07, 1.9418999316866445e-01
5.8480354764257315e-02, 7.7426368268112780e-07, 1.2611542642434537e+00
1.0536102768906644e-01, 7.7426368268112780e-07, 5.6666552397322247e+00
1.8982350911593698e-01, 7.7426368268112780e-07, 5.7918749278775827e+00
